,1,2,3,4,5
1,1.0,5.312814721667658e-32,1.4444109496284992e-35,1.3356733807309721e-24,7.095646268994756e-23
2,5.312814721667658e-32,1.0,0.35616255459787505,1.0,0.2931784984064972
3,1.4444109496284992e-35,0.35616255459787505,1.0,1.0,1.0
4,1.3356733807309721e-24,1.0,1.0,1.0,1.0
5,7.095646268994756e-23,0.2931784984064972,1.0,1.0,1.0
