,1,2,3,4,5
1,1.0,0.0067196638042970915,0.33380890916419265,1.0,1.0
2,0.0067196638042970915,1.0,1.0,1.0,1.0
3,0.33380890916419265,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0,1.0
