File_Number,Iteration,Cluster Count,n_neighbors,min_dist,n_components,min_cluster_size,min_samples,c_v,u_mass,c_uci,c_npmi,relative_validity,outlier_scores_mean,outlier_scores_median,persistence_scores_mean,persistence_scores_median,noise_percentage
5,11,229,5,0.0,2,50,15,0.4300438948811481,-7.3722967900960175,-3.208084291520369,,0.2751701982341838,0.1371278450540076,0.0251604996006076,0.0366718525142512,0.0207758251521431,0.2794665527633421
5,13,219,5,0.0,2,60,5,0.4052194570117307,-8.083699347042742,-3.722209527438986,,0.2770768867463299,0.1476967501948712,0.0257118656503385,0.086589002487098,0.0537074880044462,0.2508246126100472
5,14,212,5,0.0,2,60,10,0.4032036562307147,-8.109769092462638,-3.667818297773962,,0.2677093946522708,0.1316530425367126,0.0179477205890442,0.0764533427538093,0.0500176643011172,0.274435822595572
5,15,194,5,0.0,2,60,15,0.4001891016448025,-8.132327571606261,-3.6098830403045854,,0.2015524917776391,0.1325652944418914,0.0246831040994103,0.0783061461145896,0.0517185164004877,0.2980233027218149
5,16,185,5,0.0,2,60,20,0.3981751657108194,-8.032127761417827,-3.892464791296689,,0.2000626617710929,0.1393228142320788,0.0290451981326873,0.073289124458136,0.0493891835253998,0.2997555824493961
5,17,193,5,0.0,2,70,5,0.407807687961429,-8.031429369954937,-3.5559555915084053,,0.2423203481609476,0.1283122354775439,0.0192793266416933,0.0740270626848652,0.048145155783835,0.2850667995538786
5,18,180,5,0.0,2,70,10,0.3720149584407118,-8.793755258515056,-3.975732862674381,,0.2569431113011307,0.1360100929115416,0.0220152487981799,0.0743893212748309,0.043021965003323,0.2855413967395173
5,19,157,5,0.0,2,70,15,0.4127585670324702,-8.060723514883938,-3.704668774939635,,0.3006361829205957,0.1313777726841269,0.0253150500372791,0.0813685325724423,0.0443450864250668,0.2980707624403787
5,21,159,5,0.0,2,80,5,0.3875901171357186,-8.453625446183517,-3.707710316490348,,0.2472748672336612,0.1339482282128767,0.0228885442089808,0.0738924656563865,0.0511734405274671,0.2978334638475594
5,23,141,5,0.0,2,80,15,0.4137924955145715,-7.941974065736709,-4.047132502164899,,0.2049625094258816,0.1163329085544565,0.0206645869043864,0.0672481890816182,0.0452677516145272,0.2928264635390712
5,25,133,5,0.0,2,90,5,0.3956858913788098,-7.701129444769016,-3.963700033889648,,0.1861318691679708,0.1203757160657416,0.0232866675237133,0.0790143422776569,0.0492069495475722,0.2652049073348995
5,29,416,5,0.0,5,30,5,0.4524539547748754,-7.268937517392764,-2.336270519803433,,0.2451433044666081,0.159355581327269,0.0320367863290743,0.0129387299978419,0.0058995761062073,0.2779953014878621
5,30,379,5,0.0,5,30,10,0.4549731087278769,-7.080964734801184,-2.3697568874300363,,0.2493967170693717,0.1554692981222128,0.0384967864853767,0.0185184210359988,0.0080159777997584,0.2944638238295247
5,37,227,5,0.0,5,50,5,0.4224063575678888,-7.084494033054472,-3.043183620866745,,0.2772387311712648,0.1396780210442305,0.0317551660250432,0.0293042502059834,0.0186111304195474,0.2995657435751406
5,49,124,5,0.0,5,80,5,0.4223149915501428,-7.0338624467846085,-3.752812863993564,,0.2164292754135425,0.1437313353824697,0.0456033156195693,0.1274119166280193,0.0990601251821341,0.2944400939702427
5,57,412,5,0.0,8,30,5,0.4468824438798165,-7.050085288912432,-2.420757702556588,,0.2556394158068457,0.1556570515405352,0.0315045931094359,0.0189528146788155,0.0089380943551161,0.2878669229491469
5,85,366,10,0.0,2,30,5,0.4378545613938824,-6.696673723125425,-2.863656656541928,,0.2636064264517833,0.1504330844364119,0.036018878659245,0.0115807673245158,0.0029922127575113,0.2907619657815429
5,86,301,10,0.0,2,30,10,0.4532497305153347,-6.667421446214198,-2.895444367253885,,0.3070164920542732,0.1509374375322314,0.0404903387549213,0.0128855310887574,0.0031571137493091,0.2676253529816568
5,89,288,10,0.0,2,40,5,0.4314445278877186,-7.183537645381131,-3.0038943550470343,,0.2346376281476346,0.1379560283834714,0.0393523674316731,0.0087923950251379,0.0026441200479343,0.2732967893500391
5,90,229,10,0.0,2,40,10,0.4318321694864575,-7.022956794000323,-3.1701868496350896,,0.266100702484112,0.1410342550103173,0.0383739988395914,0.0133893967538132,0.0035139883110609,0.2712797513110747
5,93,226,10,0.0,2,50,5,0.4380691056872144,-7.156173805137312,-3.1695988054311286,,0.2560702827267682,0.1366519960401247,0.0428235276164945,0.0127929504302255,0.0047806165530576,0.2894330936617545
5,94,173,10,0.0,2,50,10,0.4310350341052963,-7.12805830509359,-3.535282078195915,,0.2658612948818067,0.1335380081807246,0.0348210951570232,0.0160444076700196,0.0056242364071455,0.2590588737808785
5,101,149,10,0.0,2,70,5,0.4196939741205981,-7.2435627862923235,-3.694922652382384,,0.3675081997918371,0.1266128923109868,0.0361896830727371,0.0142368803380772,0.0059576287285966,0.2850193398353148
5,102,137,10,0.0,2,70,10,0.4300001706481967,-7.536520194456045,-3.6885411207048087,,0.3059739487105443,0.1257567154058014,0.0319597335382026,0.0146468328021274,0.0058189572336779,0.2828124629220949
5,106,120,10,0.0,2,80,10,0.445137067507915,-7.263713928077907,-3.688633318094576,,0.3225448005942126,0.1249156555820035,0.0363438243667315,0.015894493213462,0.0062497638558778,0.2751239885147481
5,109,119,10,0.0,2,90,5,0.4446961387354331,-7.0756644733446015,-3.713860496224508,,0.3622878460033381,0.1251775995912646,0.037468200296672,0.0152135865188109,0.0061344810175252,0.2706390451104625
5,111,111,10,0.0,2,90,15,0.4465992646037509,-7.073910531368148,-3.586872233825347,,0.3476854827886592,0.1154087911725298,0.0326398308246263,0.0173490946991914,0.0068696776900286,0.2945587432666524
5,112,103,10,0.0,2,90,20,0.4424866175293654,-7.1297246852511815,-3.531940248274163,,0.3112940804425923,0.1157089811142673,0.0310705936123931,0.0195312048709281,0.0075874497691093,0.2858024251916186
5,169,333,15,0.0,2,30,5,0.448977111233356,-6.45672336414408,-2.9214780436305405,,0.2735456186167406,0.1518171183701213,0.0431854177910497,0.0094421598947676,0.0024391712230648,0.2847583113832135
5,173,251,15,0.0,2,40,5,0.4374992798783376,-6.749000003240202,-3.0907472007195818,,0.2509454806179375,0.1442986570641922,0.039877695787364,0.0137433960362449,0.0035557006435024,0.2875347049191998
5,174,218,15,0.0,2,40,10,0.4417456416325891,-6.61649076066269,-3.0278798706765784,,0.3183596246585194,0.1446575945205614,0.0393525817159251,0.0144353868352093,0.0036349965653083,0.2887211978832965
5,177,216,15,0.0,2,50,5,0.4278910448304396,-6.954580217054082,-3.276477812996607,,0.2315559514209872,0.1352632460778465,0.0344399638522683,0.0125210884145457,0.0044088092724844,0.2945112835480886
5,178,188,15,0.0,2,50,10,0.4334409392660211,-6.941063262061455,-3.158993610584747,,0.3191572241469547,0.1356111944983053,0.0370952111925352,0.0133695114191592,0.0046683050632199,0.2982368714553522
5,181,179,15,0.0,2,60,5,0.4168188453553167,-7.235674531024727,-3.387836949519188,,0.2316061988884789,0.131014942997852,0.0354578427696036,0.0110267167398023,0.0048954580420773,0.2946773925630621
